Location Lat,Location Lon,Status,Business Name,Category,Confidence (Distance),City,Country,Google Maps Link
49.2676694,-122.7857559,Identified,Stocco Construction Co.,general contractor,Nearest Business (5.5m),Port Coquitlam,Canada,https://maps.google.com/?cid=16995598763833741888&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
44.9436228,26.025307,Identified,Strada Romană 29,misc,Exact Match (100%),Ploiești,Romania,"https://maps.google.com/?q=Strada+Roman%C4%83+29,+107071+Ploie%C8%99ti,+Rom%C3%A2nia&ftid=0x40b24a27606ce865:0x508b0043bd8f141c&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
49.2846584,-123.1120122,Identified,555 W Hastings St,misc,Exact Match (100%),Vancouver,Canada,"https://maps.google.com/?q=555+W+Hastings+St,+Vancouver,+BC+V6B,+Canada&ftid=0x548671785f76f787:0x235d6c99a25ab53&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
44.4319235,26.0933941,Identified,Splaiul Independenței 17,misc,Exact Match (100%),București,Romania,https://maps.google.com/?cid=12640294589387851841&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.2846584,-123.1120122,Identified,555 W Hastings St,misc,Exact Match (100%),Vancouver,Canada,"https://maps.google.com/?q=555+W+Hastings+St,+Vancouver,+BC+V6B,+Canada&ftid=0x548671785f76f787:0x235d6c99a25ab53&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
47.5746733,-122.3205761,Identified,Urban WORKlofts,real estate agency,Nearest Business (8.8m),Seattle,United States,https://maps.google.com/?cid=7000949548178324489&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
50.68388419999999,-120.3185274,Identified,750e Sarcee St E,misc,Exact Match (100%),Kamloops,Canada,https://maps.google.com/?cid=3986649768151668212&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.1802052,-122.6681052,Identified,Valley Traffic Systems,manufacturer,Nearest Business (18.5m),Langley,Canada,https://maps.google.com/?cid=17999064478768395691&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
45.3806998,-75.5962191,Identified,Beacon Lite Ltd,misc,Nearest Business (8.3m),Ottawa,Canada,https://maps.google.com/?cid=6683295366040949257&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.2556752,-122.9969761,Identified,3230 Beta Ave,misc,Exact Match (100%),Burnaby,Canada,"https://maps.google.com/?q=3230+Beta+Ave,+Burnaby,+BC+V5G+4K4,+Canada&ftid=0x5486772216e5d301:0x37e083b5650532d9&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
56.2345148,-120.8562079,Identified,BC SPCA North Peace,pet care,Nearest Business (2.0m),Fort St. John,Canada,https://maps.google.com/?cid=1008789447137286672&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
45.40567069999999,-71.9681181,Identified,Groupe Signalisation,general contractor,Nearest Business (1.6m),Sherbrooke,Canada,https://maps.google.com/?cid=9339070752253132596&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.15320249999999,-121.9510312,Identified,8320 Young Rd,misc,Exact Match (100%),Chilliwack,Canada,https://maps.google.com/?cid=3965093357252324957&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.16080830000001,-122.6658875,Identified,iScope Concussion & Pain Clinics Langley,medical clinic,Nearest Business (8.2m),Langley,Canada,https://maps.google.com/?cid=3548343091112765801&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.2664999,-123.0121816,Identified,4199 Lougheed Hwy.,misc,Exact Match (100%),Burnaby,Canada,"https://maps.google.com/?q=4199+Lougheed+Hwy.,+Burnaby,+BC+V5C+3Y6,+Canada&ftid=0x5486772eac4e55c5:0x807f03a870c9359f&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
49.1802052,-122.6681052,Identified,Valley Traffic Systems,manufacturer,Nearest Business (18.5m),Langley,Canada,https://maps.google.com/?cid=17999064478768395691&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.4541871,-123.5100944,Identified,Universal Health & Safety,misc,Nearest Business (9.7m),Langford,Canada,https://maps.google.com/?cid=7406408203844203145&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.179733,-122.660973,Identified,Flip City Gymnastics Club,sports club,Nearest Business (18.3m),Langley,Canada,https://maps.google.com/?cid=13462482344687434805&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.959458,-119.3868907,Identified,Ace Plumbing and Heating,general contractor,Nearest Business (60.0m),Kelowna,Canada,https://maps.google.com/?cid=3341674430868701592&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.1094026,-122.6604614,Identified,West Central Building Supplies,misc,Nearest Business (6.4m),Langley,Canada,https://maps.google.com/?cid=4572114771570377470&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.17876580000001,-122.844692,Identified,9666 King George Blvd D,misc,Exact Match (100%),Surrey,Canada,https://maps.google.com/?cid=7488389289309395075&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.2636816,-123.0247019,Identified,Subway,sandwich shop,Nearest Business (30.5m),Vancouver,Canada,https://maps.google.com/?cid=16688915283920917986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.2066223,-123.0925715,Identified,Hyland Landscapes,general contractor,Nearest Business (42.7m),Vancouver,Canada,https://maps.google.com/?cid=7265086660117806232&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.4284326,-123.5290825,Identified,Happy Valley Elementary,primary school,Nearest Business (5.1m),Langford,Canada,https://maps.google.com/?cid=18290383650469912116&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.4359516,-123.4631702,Identified,École John Stubbs Memorial School (Elementary & Middle),primary school,Nearest Business (7.9m),Victoria,Canada,https://maps.google.com/?cid=2025699354385017357&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.0297505,-122.7899336,Identified,Surrey Ophthalmic Surgeons - White Rock,medical clinic,Nearest Business (8.2m),White Rock,Canada,https://maps.google.com/?cid=2930698445277521958&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.02985839999999,-122.7900344,Identified,1522 Finlay St,misc,Exact Match (100%),Surrey,Canada,https://maps.google.com/?cid=2377203494140941798&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.2573196,-122.73946,Identified,Cosports Badminton-TableTennis-Pickleball-Light volleyball,sports club,Nearest Business (59.5m),Port Coquitlam,Canada,https://maps.google.com/?cid=3761954622235894560&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
49.2832373,-123.0666925,Identified,Maritime Labour Centre,auditorium,Nearest Business (59.7m),Vancouver,Canada,https://maps.google.com/?cid=17877814232158459407&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
48.4140884,-123.5214047,Identified,802 Latoria Rd,misc,Exact Match (100%),Langford,Canada,"https://maps.google.com/?q=802+Latoria+Rd,+Victoria,+BC+V9C+3A7,+Canada&ftid=0x548f0c46e8106fdb:0xd77d9866543b3c77&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
8.5241391,76.9366376,Identified,Thiruvananthapuram,misc,Exact Match (100%),Thiruvananthapuram,India,https://maps.google.com/?cid=1532243856573891019&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
49.1287354,-123.0246738,Identified,6901 72 St,misc,Exact Match (100%),Delta,Canada,"https://maps.google.com/?q=6901+72+St,+Delta,+BC+V4G+0A2,+Canada&ftid=0x5485de4deda9b04d:0xad2effcb707da98e&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
49.163448,-122.6587724,Identified,Cafe Ricotta,coffee shop,Nearest Business (23.5m),Langley,Canada,https://maps.google.com/?cid=11780760067650452536&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
